Epoch,Loss_D,Loss_G,Score_D,Score_G,psnr,ssim,nqm
61,0.13362183311252226,0.07969661335680395,0.6577183071530475,0.32977479452301234,31.104690551757812,0.8435137867927551,29.364727020263672
62,0.13063211352517856,0.0810846548148599,0.6668500069535388,0.3202361420129833,31.678905487060547,0.8623468279838562,27.183597564697266
63,0.06541303994308179,0.09006884072560692,0.773512084648092,0.21991716198916647,30.474668502807617,0.8252546191215515,24.67095184326172
64,0.08548149864393549,0.08784101663955621,0.7435366496102099,0.2464027145197467,29.407060623168945,0.853502094745636,24.245662689208984
65,0.12954585384281855,0.08317042790957754,0.6748463664070289,0.30667446412667326,31.867626190185547,0.8803651928901672,26.377702713012695
66,0.13093343853122658,0.08329142620244985,0.6691883890892323,0.30917169077038276,30.54967498779297,0.8569183349609375,23.348697662353516
67,0.0799825613965652,0.09007254633056039,0.7513798886996588,0.2392019013677675,29.2515811920166,0.8355308771133423,21.308374404907227
68,0.12681076570311622,0.08464707219442118,0.6757171172593917,0.30703908717506145,31.32186508178711,0.8492664098739624,26.691665649414062
69,0.13314782077778373,0.0831499924606204,0.6716480431470501,0.3118069228671846,28.929479598999023,0.8481774926185608,22.0151424407959
70,0.12190043364926902,0.08349930295071344,0.6807743058808757,0.3071141425631875,25.551036834716797,0.8198011517524719,16.1849422454834
71,0.14080864832304563,0.08236276620735077,0.6555448708763408,0.32901676072969566,29.345335006713867,0.8282033801078796,23.63943099975586
72,0.13466989998702947,0.083242516147782,0.6654116834159601,0.32148169904404145,30.664316177368164,0.8634466528892517,24.51082992553711
73,0.13089243665683592,0.08361309458190101,0.6672084608598712,0.32026565697773424,28.960601806640625,0.8045180439949036,19.86662483215332
74,0.12444402914667291,0.08488591925089392,0.6791651103949982,0.30528421487127033,24.507211685180664,0.7774219512939453,14.545820236206055
75,0.11413855694654862,0.08640871813924855,0.6968813714281662,0.2893108343645308,31.160009384155273,0.8563266396522522,25.389497756958008
76,0.10281271492292571,0.08529127703904055,0.7121657511369401,0.2818632944980346,29.594255447387695,0.8232132196426392,23.8784236907959
77,0.08686452868806832,0.09039388134471113,0.7422071424724073,0.24719212031422258,30.293773651123047,0.8312730193138123,26.056312561035156
78,0.09115542271812345,0.09178297890504622,0.746446943726349,0.24038424496831856,30.568891525268555,0.8460899591445923,24.506080627441406
79,0.11685077187472157,0.0888880039020488,0.6966677996199108,0.2814498026261236,28.075965881347656,0.8575313091278076,19.42798614501953
80,0.08696721273699971,0.09001902274257431,0.7503044180777898,0.23877950941706882,25.82552146911621,0.7775868773460388,20.32868194580078
81,0.10829706362468891,0.08910774932008046,0.7074443871557257,0.27296931606480335,29.115182876586914,0.8378711938858032,21.753440856933594
82,0.12202677191856555,0.08618500526952856,0.6876782700419426,0.2946379501974842,28.737154006958008,0.800337016582489,19.98677635192871
83,0.11942105573973784,0.08684958744222525,0.6888113448824482,0.29440539322140846,18.542757034301758,0.7415685057640076,8.269295692443848
84,0.12504862494950678,0.08765432438093168,0.6823208682734009,0.29933718412562654,30.639036178588867,0.8655654788017273,23.901691436767578
85,0.1164013290759187,0.08623871705585161,0.6923167499057129,0.29742275231212884,23.25666046142578,0.7968845367431641,14.533146858215332
86,0.10827300618996713,0.08771979691420212,0.7054969790681259,0.2843297477406414,27.901626586914062,0.8101381063461304,18.51637077331543
87,0.11188998386025131,0.08826049628597998,0.7005909334239646,0.28780214182774083,28.837085723876953,0.812479555606842,22.25377082824707
88,0.11020127184982513,0.08733994663988122,0.7038482623344516,0.2847956765173709,28.288307189941406,0.8058464527130127,20.31230926513672
89,0.10803649178665047,0.08793406678842208,0.7108109687695358,0.2726320868543076,27.201120376586914,0.8195289373397827,19.83993911743164
90,0.10314512719509182,0.08860864558271946,0.7175041529744741,0.26992238144544134,21.17543601989746,0.6687555313110352,11.91313362121582
91,0.09364710724597763,0.09102906276423184,0.7336127933887858,0.25022343878493564,26.744077682495117,0.7812178730964661,19.760478973388672
92,0.09885044194109681,0.08958213557015617,0.7254187068313378,0.2639627319873956,29.02989959716797,0.8153129816055298,22.16903305053711
93,0.09853281448762218,0.09076492890698079,0.7234069865584584,0.2617119410146972,24.22959327697754,0.8055314421653748,17.3037052154541
94,0.08815931340160482,0.09159163477612131,0.7464570871246065,0.24198275511489764,26.14195442199707,0.7761650085449219,23.0980281829834
95,0.06565998071697329,0.09399381544504497,0.7876899517735336,0.20577641479180428,22.960086822509766,0.750869631767273,12.28552532196045
96,0.10184838832999366,0.09120307140586693,0.7269832361040572,0.2592667097117377,26.36784553527832,0.8160949945449829,16.397798538208008
97,0.10055542258608173,0.09052239306630246,0.7295121066775972,0.25663673917137125,28.031810760498047,0.8281468749046326,18.239370346069336
98,0.10154875913916318,0.08914468631034456,0.7227301701973425,0.2649939066890861,29.920501708984375,0.8453829884529114,23.47247314453125
99,0.06045376578086373,0.09469491259349858,0.7983252799892903,0.19862909783674365,28.289892196655273,0.8112847805023193,18.93529510498047
100,0.07583604897985641,0.09455551144867907,0.7762600068465042,0.21176085294526004,26.832786560058594,0.7708611488342285,18.606962203979492
